timestamp,energy_consumption,temperature,humidity,day_of_week,hour,is_weekend
2024-01-01 00:00:00,152,12.869058748105623,33.017425684069224,0,0,0
2024-01-01 01:00:00,485,-0.06200536758579567,83.66678915536306,0,1,0
2024-01-01 02:00:00,398,3.239201435078467,77.95092656543217,0,2,0
2024-01-01 03:00:00,320,-4.9622633892947565,31.45492889295466,0,3,0
2024-01-01 04:00:00,156,-3.4293979340535907,80.98192323726808,0,4,0
2024-01-01 05:00:00,121,34.091352927077175,39.05732754593299,0,5,0
2024-01-01 06:00:00,238,4.694147805470493,25.660882208247422,0,6,0
2024-01-01 07:00:00,70,21.532428380160077,65.9775614559947,0,7,0
2024-01-01 08:00:00,152,28.56398795198446,65.76632615690315,0,8,0
2024-01-01 09:00:00,171,17.02641836946257,26.645240669593267,0,9,0
2024-01-01 10:00:00,264,1.1257800033582477,42.319626625560765,0,10,0
2024-01-01 11:00:00,380,24.124657493446655,89.4970123578877,0,11,0
2024-01-01 12:00:00,137,19.01005640398332,67.48986669061159,0,12,0
2024-01-01 13:00:00,422,24.250023573895003,71.10526166223303,0,13,0
2024-01-01 14:00:00,149,25.789864914283488,34.904209992301396,0,14,0
2024-01-01 15:00:00,409,34.016414707389806,25.514744970274002,0,15,0
2024-01-01 16:00:00,201,17.942531201068398,39.383118281865634,0,16,0
2024-01-01 17:00:00,180,8.665644507624073,37.42288696352344,0,17,0
2024-01-01 18:00:00,199,20.938582276009484,36.41808705236372,0,18,0
2024-01-01 19:00:00,358,-2.262371630294955,33.49280253209277,0,19,0
2024-01-01 20:00:00,307,30.89589273286345,60.232898345878304,0,20,0
2024-01-01 21:00:00,393,-0.2247595464721286,42.96724330892752,0,21,0
2024-01-01 22:00:00,463,8.11371351543273,77.42415105332714,0,22,0
2024-01-01 23:00:00,343,27.629815225044837,32.87631924931688,0,23,0
2024-01-02 00:00:00,435,18.892495133228472,52.52389496079812,1,0,0
2024-01-02 01:00:00,241,10.745420811097684,20.9560485498256,1,1,0
2024-01-02 02:00:00,493,13.937426375000857,53.717762571863446,1,2,0
2024-01-02 03:00:00,326,29.181895728087213,23.908675461353205,1,3,0
2024-01-02 04:00:00,210,8.600175442395685,88.44064583108505,1,4,0
2024-01-02 05:00:00,363,29.785987392486852,75.3414490055289,1,5,0
2024-01-02 06:00:00,71,-1.4746227609323403,54.30780336455187,1,6,0
2024-01-02 07:00:00,302,26.071937488345228,26.061115072554518,1,7,0
2024-01-02 08:00:00,285,28.901905322189457,61.471180855329,1,8,0
2024-01-02 09:00:00,394,2.27270611349355,73.11346254913143,1,9,0
2024-01-02 10:00:00,98,12.21386129488802,33.35020771033217,1,10,0
2024-01-02 11:00:00,108,1.6199909865462248,59.774583855124355,1,11,0
2024-01-02 12:00:00,219,23.26416515976871,76.99476288680076,1,12,0
2024-01-02 13:00:00,237,16.41391072246627,73.77734443524214,1,13,0
2024-01-02 14:00:00,320,20.412933868332843,76.2094412507007,1,14,0
2024-01-02 15:00:00,239,2.859478678248446,81.55263974088038,1,15,0
2024-01-02 16:00:00,495,3.469834482096781,85.63774715116291,1,16,0
2024-01-02 17:00:00,224,-3.3401069796037453,48.38648086424752,1,17,0
2024-01-02 18:00:00,495,7.882701407829188,59.81383717660141,1,18,0
2024-01-02 19:00:00,100,17.389786453347,75.34616682319276,1,19,0
2024-01-02 20:00:00,413,29.317396559893155,68.79978697620481,1,20,0
2024-01-02 21:00:00,104,21.677097898347228,89.68641597850652,1,21,0
2024-01-02 22:00:00,293,12.415852935990056,20.95743557732509,1,22,0
2024-01-02 23:00:00,369,33.12480457576551,44.85932507210535,1,23,0
2024-01-03 00:00:00,180,23.769808023033274,39.671954838914175,2,0,0
2024-01-03 01:00:00,356,32.206608114502004,38.36210951158742,2,1,0
2024-01-03 02:00:00,184,16.103518930886626,35.57708477492201,2,2,0
2024-01-03 03:00:00,70,5.356170991725584,69.63866885706604,2,3,0
2024-01-03 04:00:00,378,-2.8869325454111205,25.93316312927253,2,4,0
2024-01-03 05:00:00,216,24.04339405935402,71.91261837603369,2,5,0
2024-01-03 06:00:00,323,-0.14788007977863504,68.53980894113914,2,6,0
2024-01-03 07:00:00,437,7.111005130878688,37.55628927506275,2,7,0
2024-01-03 08:00:00,138,16.298836315355896,37.698364821561285,2,8,0
2024-01-03 09:00:00,365,17.576663511189906,64.02024097411515,2,9,0
2024-01-03 10:00:00,63,19.023327879485443,73.35197738385745,2,10,0
2024-01-03 11:00:00,291,1.6502132139880255,81.35399291611559,2,11,0
2024-01-03 12:00:00,314,10.189496192865949,79.6497694698133,2,12,0
2024-01-03 13:00:00,395,19.687769084678667,87.54180959146971,2,13,0
2024-01-03 14:00:00,102,33.79275458535139,60.69694267355578,2,14,0
2024-01-03 15:00:00,435,24.105245507987547,83.60588929382517,2,15,0
2024-01-03 16:00:00,389,31.904150283758312,76.59592912822876,2,16,0
2024-01-03 17:00:00,141,25.48848233256708,82.62673370198095,2,17,0
2024-01-03 18:00:00,416,18.668678755696018,20.813862089975665,2,18,0
2024-01-03 19:00:00,493,2.680934765453782,87.61320943060677,2,19,0
2024-01-03 20:00:00,477,21.667426075700522,53.14711139925348,2,20,0
2024-01-03 21:00:00,313,19.935182638396284,75.872809270239,2,21,0
2024-01-03 22:00:00,480,19.098766818290656,28.90428835364466,2,22,0
2024-01-03 23:00:00,84,14.59143471952963,47.715876706978186,2,23,0
2024-01-04 00:00:00,255,16.146264159571025,39.002246411469365,3,0,0
